#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2022-09-02T18:25:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ631248d42a3e4c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-order=I
#-out.src=I/239/hip_main
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=hipparcos&HTTPPRM:&&-ref=VIZ631248d42a3e4c&-out.max=50&-out.form=HTML Table&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HIP&-out=Vmag&Vmag=<=6&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=I/239/hip_main
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-out=HIP
#-out=Vmag
#Vmag=<=6
#-out=Plx
#-out=pmRA
#-out=pmDE
#-out=e_Plx
#-out=B-V
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
HIP|Vmag|Plx|pmRA|pmDE|e_Plx|B-V|_RA.icrs|_DE.icrs
102431| 4.52|  36.87|  -62.95| -235.56|  0.46| 0.535|311.33803389|+57.57972545
102453| 4.22|  15.84|   -8.01|   24.04|  0.62| 1.051|311.41564037|+30.71971523
102485| 4.13|  68.16|  -51.38| -156.66|  0.91| 0.426|311.52388737|-25.27089759
102487| 5.91|  12.09|   23.45|  -17.01|  0.81| 0.066|311.54161838|-21.51403245
102488| 2.48|  45.26|  356.16|  330.28|  0.53| 1.021|311.55284473|+33.97025610
102497| 5.48|  10.19|   42.68|  -30.14|  0.84|-0.078|311.58359901|-39.19926251
102531| 5.15|  31.69|   -6.10| -201.74|  2.37| 0.495|311.66193342|+16.12413360
102532| 4.27|  32.14|  -25.88| -196.27|  1.19| 1.042|311.66459285|+16.12429621
102571| 4.93|   8.18|   39.26|    8.24|  0.55| 1.294|311.79480064|+34.37412332
102589| 4.53|   3.71|   14.93|   -8.20|  0.61|-0.083|311.85224078|+36.49071665
102599| 5.36|   8.12|  -28.02|  -36.91|  0.47| 1.144|311.88940388|+80.55226181
102618| 3.78|  14.21|   31.89|  -35.32|  0.90| 0.000|311.91896433|-09.49577573
102624| 4.43|   7.33|   -3.30|  -40.24|  0.99| 1.639|311.93431657|-05.02770084
102633| 5.57|   6.35|    8.81|  -13.01|  1.08|-0.010|311.95138864|+06.00820942
102635| 5.60|   6.06|   -8.68|  -17.58|  0.48| 1.466|311.95536075|+47.83186951
102693| 5.11|  24.35|  175.78| -112.17|  0.90| 0.361|312.12142535|-43.98854390
102724| 4.81|   1.45|   -2.92|   -2.62|  0.55| 0.571|312.23454559|+46.11413444
102772| 5.86|   3.58|   12.83|  -18.62|  0.90|-0.069|312.32339071|-25.78123995
102773| 5.41|  10.70|  -64.57|  -49.78|  0.57| 1.122|312.32571274|-68.77652131
102790| 4.90|   8.06|   37.85|   27.28|  0.83| 1.494|312.37067138|-46.22682618
102831| 4.89|   8.57|    3.71|  -20.19|  0.80| 1.004|312.49200878|-33.77972227
102843| 5.06|  23.67|  122.68|  132.30|  0.56| 0.198|312.52054647|+44.05930376
102891| 5.87|  13.06|  127.05|  -72.39|  1.00| 1.075|312.67407316|-12.54490572
102916| 5.52|   5.20|   -6.71|  -17.22|  0.74| 1.380|312.75315928|-37.91333176
102945| 5.99|  16.97|   95.77|    1.25|  1.26| 0.464|312.85728466|-05.62663276
102949| 5.66|   1.95|    3.92|   -5.48|  0.60| 0.616|312.86765821|+28.25050536
102950| 5.06|   5.75|   -0.24|   -4.95|  0.79| 1.125|312.87520711|-51.60817895
102962| 5.67|  13.67|   83.04|  -49.38|  1.16| 0.203|312.91044918|-62.42933515
102978| 4.12|   5.19|   -7.97|   -2.54|  0.95| 1.633|312.95537911|-26.91913259
103004| 4.56|  15.06|  -72.33|  -60.95|  0.60| 0.835|313.03199232|+27.09697957
103005| 5.55|   4.33|    1.26|   -6.20|  1.08|-0.076|313.03622452|-05.50705928
103045| 4.73|  21.01|   47.06|  -32.91|  1.04| 0.325|313.16347329|-08.98331781
103089| 4.80|   6.51|   11.27|   -2.44|  0.57|-0.134|313.31147699|+44.38726059
103094| 5.48|   4.38|    8.60|   -4.43|  0.62| 1.088|313.32735741|+45.18167264
103127| 5.34|   7.92|   44.22|  -97.24|  0.84| 1.318|313.41744070|-39.80986460
103145| 5.47|   5.35|  -20.60|   34.02|  0.58| 1.522|313.47455043|+33.43789124
103200| 5.03|   4.41|    0.12|   -4.17|  0.67| 1.481|313.64015535|+28.05762140
103219| 5.99|   7.51|   30.92|   42.29|  0.52| 0.946|313.68479032|+75.92556985
103226| 5.78|   8.25|  -58.88|  -17.03|  0.96| 1.122|313.69923442|-17.92289424
103227| 3.67|   5.41|   21.06|  -24.75|  0.73| 1.250|313.70251293|-58.45415486
103294| 5.19|   6.88|   18.36|  -11.50|  0.74| 1.119|313.90287497|+13.72153588
103298| 5.54|  16.35|   31.23|   21.10|  0.73| 0.131|313.91071599|+12.56855815
103312| 5.68|   0.35|   -2.82|   -3.74|  0.58| 0.408|313.95751470|+47.41765633
103359| 5.83|  18.75|   40.36|  -21.22|  0.53| 0.337|314.10615482|+50.72859808
103360| 5.92|   2.56|   11.34|    6.78|  0.52| 1.054|314.10790746|+49.19584717
103371| 5.96|   0.83|   -0.24|   -2.22|  0.61| 0.020|314.14490781|+44.92472189
103389| 5.70|  47.61|   95.07|  -65.06|  0.95| 0.507|314.19721695|-26.29637764
103401| 5.49|   5.42|   -3.51|  -11.53|  0.99| 1.474|314.22511578|-09.69754471
103413| 3.94|   9.17|    8.51|  -23.97|  0.51| 0.027|314.29340932|+41.16713558
103460| 5.89|  17.58|   51.27|    1.73|  0.85| 0.180|314.41935307|-16.03153935
103511| 5.30|   8.21|   -2.60|   -4.08|  0.69| 1.419|314.56812984|+22.32590762
103519| 5.55|  12.32|  101.62|   69.74|  0.63| 0.973|314.58110293|+44.47171065
103527| 5.51|  13.68|  -47.95|  -34.35|  0.70| 0.934|314.60806038|+10.83928601
103530| 5.59|   2.58|    9.80|    3.44|  0.65|-0.144|314.62514404|+50.46179144
103545| 5.95|  11.83|  -54.64|  -19.31|  0.83| 0.244|314.67433358|-14.48312774
103569| 5.30|  16.59| -113.43| -150.28|  3.40| 0.464|314.76865248|+04.29348146
103571| 5.24|  16.59| -113.43| -150.28|  3.40| 0.457|314.77129385|+04.29461035
103598| 5.54|   5.56|   44.60|   15.35|  0.50| 1.411|314.85576570|+59.43859409
103632| 4.74|   2.90|    7.25|    2.47|  0.64|-0.084|314.95648555|+47.52095107
103652| 5.98|  13.85|   48.10|    6.98|  1.10| 0.283|315.01659249|+07.51619683
103673| 5.76|  35.07|  -88.47|  132.61|  0.83| 0.480|315.08950699|-51.26531189
103675| 5.69|   5.47|  -17.03|  -59.66|  0.80| 1.588|315.11536399|+19.32958082
103732| 5.38|   2.39|    6.14|    3.43|  0.58|-0.206|315.29553186|+46.15577322
103738| 4.67|  14.59|   -2.09|   -0.19|  0.79| 0.890|315.32275094|-32.25776727
103810| 5.83|   4.47|    9.75|    1.14|  0.62|-0.058|315.53752825|+56.66961414
103836| 5.93|  15.21|  154.93| -169.51|  0.89| 1.106|315.61319928|-38.53097047
103882| 5.32|  28.32|  -27.86| -108.81|  0.86| 0.424|315.74147434|-38.63144716
103956| 5.93|   8.05|   42.14|   32.09|  0.52| 1.001|315.94844149|+53.28590052
103981| 5.53|   6.03|   20.90|   -7.01|  1.17| 0.683|316.01968615|-05.82306612
104019| 4.82|  20.64|  -39.01|  -24.45|  1.47| 0.169|316.10125178|-19.85499065
104031| 5.63|   4.74|   14.15|    0.49|  0.82| 1.650|316.14438334|+05.50286154
104043| 5.13|  22.07|   13.83| -369.38|  0.57| 0.490|316.17943562|-77.02376718
104060| 3.72|   2.77|    8.60|    0.35|  0.52| 1.609|316.23276153|+43.92785207
104085| 5.17|   9.35|   16.51|  -37.55|  0.69| 1.201|316.30937462|-54.72704162
104101| 5.94|  27.06| -117.36| -119.06|  1.07| 0.538|316.36133347|+05.95819919
104105| 5.91|   7.91|   19.04|   28.71|  0.44|-0.065|316.37193614|+78.12639200
104139| 4.08|  20.61|   79.64|  -61.64|  0.92|-0.010|316.48678349|-17.23286077
104148| 5.69|   9.83|   32.50|  -68.66|  0.81| 1.047|316.50477267|-30.12512049
104171| 5.88|  20.36|  -48.18| -116.00|  0.52| 0.386|316.59710199|+71.43179711
104174| 5.20|   9.22|   -4.96|    8.57|  0.74| 1.104|316.60282392|-32.34161766
104177| 5.55|   3.50|   29.24|  -11.98|  0.92| 1.350|316.60633400|-41.38596515
104185| 5.77|   1.72|    3.98|   -4.78|  0.62| 0.554|316.62601840|+31.18465680
104194| 4.56|   3.32|    6.51|   -0.99|  0.55| 1.569|316.65039071|+47.64840356
104214| 5.20| 287.13| 4155.10| 3258.90|  1.51| 1.069|316.72476209|+38.74941468
104234| 4.49|   6.24|  -27.19|  -43.37|  0.82| 1.604|316.78194974|-25.00585337
104364| 5.75|   6.67|   -6.33|    4.50|  0.72| 1.180|317.13623583|-63.92826018
104365| 5.30|  17.06|   18.67|  -59.22|  1.00| 0.000|317.14010247|-21.19366933
104371| 5.60|   7.35|   25.35|  -20.78|  0.70|-0.048|317.16204126|+30.20563746
104382| 5.45|  12.07|   25.96|    5.02|  0.48| 0.283|317.19519016|-88.95649900
104440| 5.67|  53.38|  461.31| -287.24|  2.18| 0.590|317.34352743|-73.17296806
104459| 4.50|  19.93|   92.31|  -15.76|  0.77| 0.926|317.39853222|-11.37169305
104516| 5.75|   7.57|   22.52|   -3.70|  0.49|-0.111|317.56489488|+53.56310053
104521| 4.70|  28.38|   49.07| -151.85|  0.90| 0.262|317.58541733|+10.13157953
104642| 5.64|   0.36|   -2.90|   -3.58|  0.67| 0.110|317.95098786|+59.98661053
104680| 5.83|  30.90|   57.41| -219.43|  0.84| 0.450|318.05713338|-40.26936174
104732| 3.21|  21.62|    6.87|  -68.12|  0.63| 0.990|318.23410910|+30.22691571
104738| 5.25|  29.96|  187.36| -114.38|  0.97| 0.460|318.26278733|-39.42492195
104750| 5.41|   8.33|   98.92| -112.77|  0.88| 1.425|318.32221811|-27.61933263
104752| 5.97|   9.67|   34.19|    3.61|  0.80| 0.967|318.32900845|-36.42352722
104755| 5.06|   3.67|   41.42|  -20.34|  0.62| 1.578|318.33545629|-70.12626669
104858| 4.47|  54.11|   42.32| -303.43|  0.85| 0.529|318.62006328|+10.00698105
104887| 3.74|  47.80|  195.74|  410.02|  0.61| 0.393|318.69788169|+38.04531700
104963| 5.17|   4.72|   15.39|   -2.24|  0.82| 1.161|318.90791711|-20.65169596
104968| 5.92|   3.90|   22.95|   14.63|  0.50| 1.531|318.92688017|+77.01229623
104974| 5.31|   5.19|   24.79|    5.06|  0.92| 1.639|318.93684412|-15.17150021
104978| 5.73|   8.22|   35.09|  -14.12|  0.79| 0.191|318.94112702|-53.26308430
104987| 3.92|  17.51|   59.63|  -94.33|  0.89| 0.549|318.95596530|+05.24784463
105080| 6.00|   2.21|   16.78|   13.32|  0.53| 1.447|319.30936259|+55.79800103
105102| 4.22|   0.72|    0.43|   -3.61|  0.58| 0.098|319.35397027|+39.39468139
105138| 4.41|   3.62|   11.96|    6.85|  0.56|-0.103|319.47948499|+34.89689785
105140| 4.71|  19.76|   55.46|  -22.12|  0.88| 0.070|319.48451988|-32.17253927
105143| 5.40|   5.63|   15.57|   -0.68|  0.95|-0.118|319.48869215|-17.98513800
105164| 5.83|   3.33|   11.82|   13.69|  0.86|-0.130|319.54613710|-04.51947831
105186| 5.04|  -0.05|    4.52|   -9.07|  0.55|-0.061|319.61327221|+43.94594485
105199| 2.45|  66.84|  149.91|   48.27|  0.49| 0.257|319.64488119|+62.58557261
105224| 5.97|   2.60|   21.12|   15.51|  0.77| 1.612|319.71677406|+11.20337297
105259| 5.51|   0.89|   -3.55|   -3.28|  1.15| 1.114|319.81536654|+58.62350197
105269| 5.89|   0.93|   -0.18|   -3.33|  0.66| 0.505|319.84241762|+38.23747347
105268| 5.19|   3.02|    5.08|    5.31|  0.50|-0.045|319.84258352|+64.87185522
105282| 5.75|   6.08|   14.52|    1.98|  0.51|-0.119|319.86979387|+49.51029401
105319| 4.39|  33.58|  107.37|  -67.12|  0.76| 0.191|319.96662074|-53.44942748
105382| 4.80|  17.49|   76.18|   17.66|  0.89| 0.029|320.19017616|-40.80946560
105411| 5.58|  11.63|  243.57| -120.04|  0.73| 1.057|320.26830960|+23.85596652
105412| 5.87|   9.69|  -12.89|   11.04|  0.86| 0.912|320.26799285|-04.56012531
105413| 5.81|   3.08|   41.25|  -17.88|  0.84| 1.663|320.27010339|+07.35450264
105497| 5.68|   9.93|   37.46|   61.45|  0.55| 1.100|320.50174318|+49.38884810
105502| 4.08|  21.19|  105.94|   62.61|  0.87| 1.108|320.52166486|+19.80450799
105515| 4.28|  15.13|   30.83|    5.26|  0.80| 0.888|320.56165090|-16.83454243
105570| 5.16|   9.06|   52.66|   11.15|  0.88| 0.064|320.72338629|+06.81114048
105574| 5.99|   4.53|  -27.44|  -23.40|  1.08| 1.516|320.73439675|-09.31932984
105576| 5.63|   4.89|   36.82|    0.39|  0.81| 1.641|320.75206151|-22.66904797
105652| 5.70|  18.05|  136.43|   18.11|  0.65| 0.314|320.99511423|+24.27413557
105665| 5.38|  14.31|   -7.69| -126.94|  0.91| 1.176|321.03997238|-20.85186872
105668| 5.48|  20.80|   91.67|    8.96|  0.91| 0.297|321.04788909|-12.87810842
105696| 5.76|   7.04|   26.40|   -0.23|  1.11|-0.036|321.10341334|-41.00669545
105703| 5.67|  14.84|   48.93|    6.42|  0.67| 0.323|321.14168922|+26.17456032
105727| 5.97|   9.18|   42.61|  -11.38|  0.46| 0.950|321.20646634|+80.52482631
105761| 5.71|  11.82|   16.65| -169.45|  1.08| 0.208|321.30427981|-09.74855197
105767| 5.48|   7.99|  -12.39|  -69.77|  0.84| 1.451|321.32065703|-03.55674744
105769| 5.59|  29.14|  188.61|   48.20|  0.50| 0.335|321.33145317|+46.71434148
105811| 5.93|   1.18|    6.91|   -8.89|  0.58| 0.033|321.44593834|+36.66738607
105854| 5.64|  11.82|  167.05|  -10.91|  0.80| 1.185|321.59530626|-37.82942941
105858| 4.21| 108.50|   81.08|  800.68|  0.59| 0.494|321.61085665|-65.36619828
105881| 3.77|   8.19|   -2.61|   18.88|  0.90| 1.002|321.66677526|-22.41133249
105898| 5.29|   8.37|   57.95|   26.02|  0.53| 0.108|321.71508879|+48.83516845
105913| 5.50|  18.57|  -49.29|   14.46|  0.76| 0.392|321.75676123|-42.54793048
105928| 5.78|   7.05|  -24.64|  -33.95|  0.84| 1.440|321.81174690|-21.19621026
105942| 5.30|   1.84|    2.49|    2.66|  0.56|-0.140|321.83902525|+37.11679843
105966| 5.39|  17.96|   41.75|   20.44|  0.71| 0.049|321.91690615|+27.60859324
105972| 5.42|   4.23|  -10.22|  -20.72|  0.48|-0.099|321.94225926|+66.80909577
106003| 5.75|  22.41|  134.05|   79.39|  0.65| 0.333|322.03438025|+32.22532973
106032| 3.23|   5.48|   12.60|    8.73|  0.47|-0.201|322.16498797|+70.56071603
106039| 4.50|  18.18|  133.97|   -5.47|  0.89| 0.889|322.18083418|-21.80717988
106044| 5.47|   8.23|   82.31|  -46.41|  0.64| 1.553|322.18718518|-69.50538600
106062| 5.84|   5.41|   33.24|   13.06|  0.69| 1.370|322.24907528|+22.17943574
106093| 5.22|  14.58|   43.33|  104.05|  0.54| 0.965|322.36229106|+46.54058469
106140| 4.52|   7.37|   24.39|    3.52|  0.64| 1.618|322.48706330|+23.63883778
106227| 5.53|   1.36|   -1.68|   -3.31|  0.50| 0.102|322.74704869|+60.45943210
106278| 2.90|   5.33|   22.79|   -6.70|  0.94| 0.828|322.88972517|-05.57117221
106327| 5.29|   8.51|   19.29|   10.69|  0.93| 1.109|323.02448364|-41.17931042
106340| 5.97|   7.92|   -5.81|   -4.04|  0.90| 0.051|323.06071250|-33.94462275
106393| 5.77|   6.86|   15.81|   11.86|  0.54|-0.042|323.23580021|+49.97762947
106429| 5.57|   5.24|  -18.92|   -2.29|  0.83| 1.044|323.34798914|-44.84870017
106481| 3.98|  26.20|  -24.48|  -93.88|  0.51| 0.885|323.49521858|+45.59183746
106551| 4.87|  12.76|  116.80|   93.30|  0.53| 1.085|323.69401881|+38.53405361
106559| 5.70|  36.86|  -28.98|   44.40|  0.91| 0.423|323.71271277|-20.08427387
106592| 5.79|   7.39|   -9.59|   -4.80|  0.97| 1.110|323.82341967|-03.98330458
106642| 5.96|   5.28|   64.44|    1.85|  0.63| 1.341|324.01039856|+45.37459133
106654| 5.73|  18.57|  107.81|  -24.30|  0.79| 0.234|324.04572526|-26.17151618
106711| 5.04|  15.79|   -1.50|   12.47|  0.61| 0.198|324.23739955|+40.41352083
106723| 4.51|   4.92|   13.48|    0.81|  0.91|-0.180|324.27012962|-19.46601155
106786| 4.68|  18.26|  114.29|  -24.44|  0.84| 0.175|324.43795564|-07.85420152
106787| 5.46|  10.15|   99.51|   13.43|  0.72| 0.321|324.43929110|+19.31860745
106801| 4.76|   0.72|   -1.90|   -2.84|  0.49| 0.246|324.48010181|+62.08193977
106856| 5.66|  18.74|  112.64|   28.64|  0.75| 0.265|324.63308249|+05.77174242
106886| 5.74|   2.78|   -1.71|   -5.04|  0.79| 0.200|324.74007661|+57.48903743
106897| 5.77|  25.57|  122.57|   -1.14|  0.74| 0.314|324.75495361|+20.26545080
106944| 5.10|  13.55|  -32.70|  -84.17|  0.88| 1.034|324.88860753|+02.24355840
106985| 3.69|  23.48|  187.39|  -22.33|  1.10| 0.320|325.02273477|-16.66230770
106999| 5.09|   8.06|   60.51|   16.08|  0.61| 1.601|325.04628944|+43.27383952
107089| 3.73|  47.22|   64.83| -240.38|  2.90| 1.008|325.36935979|-77.39004641
107095| 5.16|  30.73| -122.06| -308.64|  0.92| 0.672|325.38691422|-14.04761057
107119| 4.55|  18.55|  119.48|   94.49|  0.46| 1.108|325.48039004|+71.31141661
107128| 5.24|  13.18|   91.12|  -95.50|  0.80| 0.991|325.50290314|-23.26285769
107129| 5.98|   1.63|    5.45|    1.94|  0.73| 2.500|325.50451659|+35.51020044
107136| 4.69|   1.94|    5.25|   -2.11|  0.53|-0.119|325.52360237|+51.18962197
107144| 5.66|   2.06|   -5.89|   -8.31|  0.89| 1.446|325.54213274|+01.28525324
107151| 5.30|   6.25|   11.21|   -5.78|  0.80| 1.653|325.56438144|+05.68013739
107162| 5.73|   8.76|   23.38|   -1.60|  0.61| 0.055|325.59566145|+41.07701915
107188| 4.72|  11.22|  145.90|   -9.05|  0.79| 0.868|325.66461320|-18.86632305
107230| 5.18|  13.19|  -43.24|  -40.59|  0.46| 1.063|325.76684410|+72.32008392
107232| 5.88|   7.97|   -3.75|   20.35|  0.92| 0.255|325.76832505|-14.39970939
107235| 5.51|   5.55|  -15.96|  -12.20|  0.62| 1.615|325.77696032|+41.15497004
107253| 5.69|  11.97|   34.65|   -4.91|  0.60|-0.010|325.85688615|+38.28358862
107259| 4.23|   0.62|    5.24|   -2.88|  0.52| 2.242|325.87692018|+58.78004608
107302| 5.96|  19.08|  -22.48|   10.31|  0.95| 0.219|326.00402165|-14.74937044
107310| 4.49|  44.64|  260.33| -242.73|  0.69| 0.512|326.03574040|+28.74263231
107315| 2.38|   4.85|   30.02|    1.38|  0.84| 1.520|326.04649214|+09.87501126
107348| 4.34|   3.62|    7.90|  -10.75|  0.74| 1.161|326.12789728|+17.35001739
107350| 5.96|  54.37|  231.08| -113.45|  0.85| 0.587|326.13054104|+14.77193916
107354| 4.14|  28.34|   46.66|   13.47|  0.88| 0.425|326.16139335|+25.64503558
107374| 5.94|   1.62|   -2.98|   -2.80|  0.48| 0.312|326.22199841|+62.46056748
107380| 4.35|  15.93|   31.79|  -94.00|  0.80|-0.053|326.23670806|-33.02578153
107382| 5.10|   4.08|   12.96|   -1.65|  0.89| 1.108|326.25106066|-09.08242844
107418| 4.25|   0.64|   -3.08|   -1.86|  0.47| 0.474|326.36218984|+61.12080591
107472| 5.29|   2.89|    9.07|   -2.35|  0.78| 1.381|326.51818465|+22.94887978
107487| 6.00|   2.64|   17.60|    7.85|  0.85| 1.629|326.56778755|-09.27593512
107517| 5.57|  11.10|   30.36|   -9.25|  0.80|-0.002|326.63374272|-11.36595449
107533| 4.23|   2.82|    3.61|   -1.86|  0.52|-0.120|326.69837140|+49.30957028
107556| 2.85|  84.58|  263.26| -296.23|  0.88| 0.180|326.76018807|-16.12728595
107575| 5.63|   6.98|    6.28|   -2.83|  0.80| 0.012|326.80817524|+02.68612404
107586| 5.53|   6.98|   -9.68|   -1.84|  0.47| 1.575|326.85539952|+60.69268916
107608| 5.02|   9.63|  -34.53|    0.64|  0.90| 0.042|326.93395765|-30.89830426
107649| 5.57|  63.95|  165.64| -295.00|  0.78| 0.601|327.06563094|-47.30361491
107763| 5.07|  10.78|   18.89|  -26.14|  0.58| 0.010|327.46122788|+30.17421499
107773| 5.62|   9.77|   -3.60|  -38.31|  0.63| 1.018|327.50052280|-64.71253671
107788| 5.34|  29.91|   91.28|  -43.45|  0.77| 0.394|327.53624892|+17.28585144
107835| 5.52|   5.84|  -24.77|   -4.73|  0.59| 1.378|327.69660058|-69.62941608
107843| 5.27|   7.49|   68.15|  -33.03|  0.65| 0.756|327.72734258|-82.71890420
107887| 5.78|   5.58|   20.51|   13.33|  0.66|-0.100|327.89270108|+19.82668178
107930| 5.70|   5.07|   18.90|   -0.53|  1.52|-0.081|328.00434221|+55.79674323
107975| 5.52|  36.15|  -58.67|  -63.26|  0.69| 0.426|328.12465440|+28.79353840
108022| 5.09|   6.37|    9.12|    0.34|  0.70|-0.155|328.26570223|+25.92513961
108036| 5.08|  36.15|  313.03|   13.67|  0.81| 0.378|328.32404854|-13.55176811
108060| 5.69|  14.18|   22.10|   23.51|  0.69| 0.011|328.40575303|+19.66843722
108085| 3.00|  16.07|   95.88|  -12.10|  0.77|-0.084|328.48218523|-37.36485231
108102| 5.71|  11.22|   52.23|  -91.47|  0.76| 1.185|328.54321926|-04.27617967
108165| 5.74|   1.29|   -3.72|   -2.20|  0.54| 0.655|328.72147577|+56.61122725
108195| 5.92|  21.49|   43.53|  -90.56|  0.67| 0.393|328.79747084|-61.88660835
108226| 5.84|   2.71|    5.74|   -1.37|  0.67|-0.037|328.87916270|+65.32080861
108294| 5.45|  10.35|  -25.18|   -9.61|  0.72| 0.084|329.09487430|-37.25365481
108317| 5.11|   0.39|   -0.33|   -3.82|  0.53| 1.547|329.16309874|+63.62555723
108339| 5.54|   7.41|  -28.38|  -13.92|  0.89| 0.054|329.23488271|+12.07649181
108431| 4.40|  17.65|   43.00|   -3.67|  0.78| 0.297|329.47947795|-54.99257552
108505| 5.96|   2.54|   12.03|   14.14|  0.49| 1.640|329.72301352|+62.69798588
108535| 5.04|  26.67|  -68.28| -159.81|  0.45| 0.439|329.81235875|+73.17989570
108543| 5.50|   8.29|   42.47|   -0.98|  0.78| 0.996|329.82463254|-38.39509568
108612| 6.00|   3.05|   14.53|    0.70|  0.84|-0.112|330.03303161|+06.71743740
108661| 5.43|   3.22|   14.81|    0.30|  0.90|-0.095|330.20927032|-28.45373653
108691| 5.60|   4.93|    7.14|  -11.60|  0.83| 1.279|330.27089665|+00.60471529
108693| 5.61|  14.30|   57.60|  -56.74|  0.81| 0.336|330.27228975|+13.11982345
108699| 5.65|   5.35|   -7.35|   -2.77|  0.84| 1.440|330.28847931|+08.25716451
108758| 5.79|   3.08|    9.99|    2.67|  0.48|-0.106|330.46078218|+52.88225277
108772| 5.55|   0.70|   -3.47|   -1.59|  0.46| 0.017|330.51905044|+58.00036655
108845| 5.57|   6.16|  -21.46|  -32.32|  0.67|-0.029|330.73608443|+44.64986302
108849| 5.94|  16.20|   27.81|  -66.28|  0.57| 0.399|330.76587415|-76.11842744
108868| 5.55|  12.02|   47.80|    8.65|  0.80| 0.959|330.81858052|-06.52240596
108870| 4.69| 275.76| 3959.97|-2538.84|  0.69| 1.056|330.84023615|-56.78597558
108874| 4.74|   8.56|   24.81|  -11.14|  0.81|-0.100|330.82851720|-02.15536296
108875| 5.83|   6.03|   16.71|   -1.63|  0.82|-0.050|330.82930031|+11.38655209
108917| 4.26|  32.07|  214.46|   89.29|  0.68| 0.379|330.94772431|+64.62797127
108924| 5.26|   7.27|   36.70|   58.29|  0.47| 1.557|330.97073901|+63.11992053
108975| 5.97|   2.89|   12.59|   -9.54|  0.75|-0.167|331.15319610|-26.82235879
108991| 5.29|  14.10|  -20.05|  -42.57|  0.82| 0.231|331.19759232|-00.90634341
109005| 5.27|  10.25|   14.19|   58.43|  0.47| 1.413|331.25207425|+62.78567143
109017| 5.07|   0.60|   -1.76|   -3.01|  0.49| 0.240|331.28662119|+62.27981369
109023| 5.75|   8.22|   28.42|   29.23|  0.73| 1.249|331.29722504|+26.67368931
109056| 5.69|  10.71|   30.03|   -9.48|  0.68|-0.048|331.39447779|+28.96398081
109068| 4.86|  12.38|  101.60|  101.19|  0.90| 1.443|331.41979781|+05.05853048
109074| 2.95|   4.30|   17.90|   -9.93|  0.83| 0.969|331.44598220|-00.31985070
109081| 5.62|   6.34|   56.46|  -53.57|  0.70| 1.468|331.46256902|-59.63607191
109102| 5.09|   5.27|   -9.35|  -15.36|  0.63| 1.568|331.50813416|+45.01434833
109111| 4.47|  13.20|  -24.16| -125.17|  0.78| 1.349|331.52868903|-39.54335326
109139| 4.29|  18.90|   40.45|  -57.16|  0.95|-0.075|331.60929021|-13.86967906
109176| 3.77|  85.06|  296.73|   26.93|  0.71| 0.435|331.75277532|+25.34511155
109209| 5.74|  16.39|  121.91|   36.78|  0.62| 0.331|331.86913669|+19.47552571
109240| 5.79|   4.67|  -45.18|  -68.26|  0.67|-0.077|331.95960134|+21.70292564
109268| 1.73|  32.16|  127.60| -147.91|  0.82|-0.070|332.05827280|-46.96097543
109285| 4.50|  25.01|   80.05|  -28.88|  1.29| 0.054|332.09587026|-32.98846846
